Size,Area Type,City,Furnishing Status,Tenant Preferred,BHK,Bathroom,Rent
800.00,1.00,4.00,3.00,2.00,4.00,4.00,350000.00
100.00,1.00,4.00,3.00,1.00,2.00,2.00,16000.00
400.00,2.00,4.00,1.00,1.00,1.00,1.00,16000.00
750.00,2.00,4.00,2.00,1.00,2.00,2.00,12000.00
400.00,2.00,4.00,2.00,2.00,1.00,1.00,8000.00
1100.00,2.00,4.00,2.00,2.00,3.00,2.00,14000.00
450.00,2.00,4.00,1.00,2.00,1.00,1.00,14900.00
850.00,2.00,4.00,3.00,2.00,2.00,2.00,15000.00
600.00,2.00,4.00,2.00,2.00,3.00,1.00,10000.00
750.00,2.00,4.00,3.00,2.00,2.00,2.00,40000.00
500.00,2.00,4.00,2.00,1.00,1.00,1.00,9000.00
350.00,2.00,4.00,2.00,2.00,1.00,1.00,7000.00
623.00,2.00,4.00,1.00,2.00,2.00,1.00,13500.00
2400.00,2.00,4.00,2.00,1.00,3.00,3.00,95000.00
75.00,2.00,4.00,3.00,2.00,1.00,1.00,20000.00
450.00,2.00,4.00,2.00,2.00,2.00,1.00,7500.00
445.00,2.00,4.00,3.00,2.00,2.00,2.00,9000.00
300.00,2.00,4.00,1.00,1.00,3.00,3.00,80000.00
1670.00,1.00,4.00,2.00,2.00,3.00,3.00,50000.00
550.00,2.00,4.00,2.00,1.00,1.00,1.00,13000.00
350.00,2.00,4.00,2.00,1.00,1.00,1.00,12000.00
650.00,2.00,4.00,2.00,2.00,2.00,2.00,16000.00
70.00,1.00,4.00,2.00,2.00,2.00,1.00,13000.00
100.00,2.00,4.00,2.00,2.00,2.00,2.00,29000.00
800.00,1.00,4.00,3.00,2.00,3.00,1.00,18000.00
60.00,1.00,4.00,3.00,2.00,2.00,1.00,8500.00
2000.00,2.00,4.00,2.00,2.00,3.00,2.00,27000.00
600.00,2.00,4.00,3.00,2.00,2.00,2.00,18000.00
450.00,2.00,4.00,2.00,1.00,1.00,1.00,11500.00
2200.00,2.00,4.00,3.00,1.00,2.00,3.00,80000.00
600.00,2.00,4.00,3.00,1.00,2.00,2.00,15500.00
2000.00,2.00,4.00,2.00,2.00,4.00,3.00,55000.00
800.00,1.00,4.00,2.00,2.00,2.00,2.00,20000.00
170.00,2.00,4.00,3.00,2.00,3.00,2.00,35000.00
150.00,2.00,4.00,3.00,2.00,2.00,2.00,38000.00
650.00,2.00,4.00,3.00,2.00,2.00,2.00,16000.00
1250.00,2.00,4.00,2.00,2.00,3.00,3.00,50000.00
600.00,1.00,4.00,2.00,2.00,1.00,2.00,9500.00
2100.00,2.00,4.00,2.00,2.00,4.00,4.00,90000.00
450.00,1.00,4.00,3.00,1.00,1.00,1.00,10000.00
100.00,2.00,4.00,3.00,1.00,2.00,2.00,25000.00
650.00,1.00,4.00,1.00,2.00,1.00,1.00,30000.00
48.00,1.00,4.00,3.00,2.00,2.00,2.00,12000.00
550.00,2.00,4.00,2.00,2.00,2.00,2.00,16500.00
240.00,1.00,4.00,3.00,2.00,1.00,1.00,4500.00
700.00,2.00,4.00,2.00,1.00,2.00,2.00,30000.00
48.00,1.00,4.00,2.00,2.00,1.00,1.00,12000.00
100.00,1.00,4.00,3.00,2.00,2.00,2.00,23000.00
1901.00,1.00,4.00,2.00,2.00,3.00,3.00,70000.00
50.00,2.00,4.00,3.00,2.00,1.00,1.00,5500.00
1300.00,2.00,4.00,2.00,1.00,3.00,3.00,35000.00
145.00,1.00,4.00,3.00,2.00,2.00,2.00,9000.00
800.00,2.00,4.00,3.00,2.00,2.00,3.00,22000.00
1100.00,1.00,4.00,2.00,2.00,3.00,4.00,35000.00
450.00,1.00,4.00,2.00,2.00,1.00,1.00,12000.00
300.00,2.00,4.00,3.00,2.00,2.00,1.00,6000.00
1040.00,2.00,4.00,2.00,1.00,2.00,3.00,22000.00
25.00,2.00,4.00,3.00,2.00,1.00,1.00,5000.00
900.00,1.00,4.00,2.00,2.00,2.00,2.00,20500.00
1100.00,1.00,4.00,3.00,2.00,2.00,1.00,7500.00
380.00,1.00,4.00,3.00,2.00,2.00,2.00,5500.00
450.00,2.00,4.00,2.00,1.00,3.00,2.00,25000.00
550.00,2.00,4.00,2.00,1.00,1.00,1.00,13000.00
180.00,1.00,4.00,2.00,2.00,1.00,1.00,5000.00
1650.00,2.00,4.00,2.00,2.00,3.00,2.00,40000.00
250.00,1.00,4.00,1.00,2.00,1.00,1.00,12500.00
400.00,2.00,4.00,3.00,2.00,1.00,1.00,6000.00
900.00,2.00,4.00,2.00,2.00,2.00,2.00,15500.00
1900.00,1.00,4.00,1.00,2.00,3.00,3.00,75000.00
892.00,2.00,4.00,3.00,2.00,3.00,2.00,36000.00
400.00,2.00,4.00,2.00,1.00,1.00,1.00,13000.00
100.00,2.00,4.00,3.00,1.00,3.00,2.00,45000.00
60.00,1.00,4.00,3.00,2.00,2.00,1.00,2000.00
80.00,1.00,4.00,2.00,2.00,2.00,2.00,28000.00
450.00,2.00,4.00,2.00,2.00,2.00,1.00,9000.00
520.00,2.00,4.00,2.00,2.00,1.00,1.00,12000.00
350.00,1.00,4.00,1.00,2.00,1.00,1.00,13000.00
600.00,2.00,4.00,2.00,1.00,2.00,2.00,11000.00
950.00,2.00,4.00,1.00,1.00,3.00,2.00,35000.00
450.00,2.00,4.00,2.00,2.00,2.00,1.00,10000.00
450.00,2.00,4.00,2.00,1.00,1.00,1.00,20000.00
850.00,2.00,4.00,2.00,1.00,2.00,2.00,25000.00
200.00,2.00,4.00,3.00,1.00,1.00,1.00,8000.00
3000.00,2.00,4.00,2.00,2.00,4.00,4.00,150000.00
1500.00,2.00,4.00,2.00,2.00,3.00,3.00,36000.00
700.00,1.00,4.00,3.00,2.00,2.00,2.00,12000.00
530.00,1.00,4.00,3.00,2.00,1.00,1.00,8500.00
800.00,2.00,4.00,3.00,1.00,3.00,2.00,17000.00
45.00,1.00,4.00,2.00,2.00,1.00,1.00,7500.00
900.00,1.00,4.00,1.00,2.00,1.00,1.00,16000.00
450.00,1.00,4.00,3.00,2.00,1.00,1.00,9000.00
650.00,1.00,4.00,3.00,2.00,2.00,1.00,8000.00
900.00,1.00,4.00,1.00,2.00,2.00,2.00,45000.00
900.00,2.00,4.00,1.00,2.00,2.00,2.00,27000.00
120.00,1.00,4.00,2.00,2.00,2.00,2.00,14000.00
600.00,2.00,4.00,3.00,1.00,2.00,2.00,14000.00
615.00,2.00,4.00,3.00,2.00,2.00,2.00,14000.00
225.00,2.00,4.00,2.00,2.00,1.00,1.00,7500.00
800.00,2.00,4.00,3.00,1.00,1.00,1.00,10000.00
400.00,2.00,4.00,2.00,1.00,1.00,1.00,7000.00
800.00,1.00,4.00,1.00,2.00,1.00,2.00,25000.00
60.00,1.00,4.00,2.00,2.00,2.00,1.00,9000.00
1000.00,1.00,4.00,3.00,2.00,3.00,2.00,22000.00
75.00,1.00,4.00,3.00,2.00,3.00,1.00,10000.00
800.00,1.00,4.00,3.00,2.00,3.00,2.00,11000.00
200.00,1.00,4.00,1.00,2.00,1.00,1.00,12500.00
800.00,2.00,4.00,3.00,1.00,3.00,2.00,15000.00
80.00,1.00,4.00,3.00,2.00,2.00,2.00,35000.00
900.00,1.00,4.00,3.00,3.00,2.00,2.00,35000.00
1125.00,1.00,4.00,1.00,2.00,2.00,2.00,52000.00
900.00,1.00,4.00,3.00,2.00,3.00,2.00,15000.00
1100.00,2.00,4.00,3.00,1.00,2.00,2.00,32000.00
400.00,2.00,4.00,3.00,2.00,1.00,1.00,11500.00
713.00,2.00,4.00,1.00,2.00,3.00,3.00,45000.00
700.00,2.00,4.00,3.00,1.00,2.00,1.00,16000.00
1000.00,2.00,4.00,2.00,2.00,2.00,2.00,20000.00
54.00,1.00,4.00,2.00,2.00,1.00,1.00,7000.00
200.00,2.00,4.00,3.00,1.00,3.00,3.00,85000.00
200.00,1.00,4.00,1.00,2.00,1.00,1.00,15000.00
800.00,1.00,4.00,1.00,2.00,2.00,2.00,22000.00
1000.00,1.00,4.00,3.00,2.00,2.00,2.00,32000.00
500.00,2.00,4.00,2.00,1.00,2.00,2.00,20000.00
300.00,1.00,4.00,2.00,2.00,1.00,1.00,35000.00
900.00,2.00,4.00,3.00,2.00,2.00,2.00,35000.00
240.00,2.00,4.00,3.00,2.00,3.00,3.00,65000.00
650.00,2.00,4.00,2.00,2.00,2.00,2.00,15000.00
950.00,2.00,4.00,2.00,1.00,3.00,2.00,12000.00
500.00,1.00,4.00,2.00,2.00,1.00,1.00,8000.00
500.00,1.00,4.00,2.00,2.00,1.00,1.00,11000.00
450.00,1.00,4.00,2.00,2.00,2.00,2.00,12000.00
2800.00,2.00,4.00,2.00,2.00,4.00,4.00,140000.00
150.00,1.00,4.00,2.00,2.00,2.00,1.00,24000.00
400.00,2.00,4.00,1.00,2.00,1.00,1.00,20000.00
100.00,1.00,4.00,1.00,2.00,3.00,2.00,16000.00
400.00,2.00,4.00,2.00,2.00,1.00,1.00,15000.00
900.00,2.00,4.00,2.00,2.00,2.00,2.00,28500.00
1350.00,1.00,4.00,2.00,3.00,3.00,3.00,30000.00
500.00,1.00,4.00,2.00,2.00,1.00,1.00,16000.00
1700.00,2.00,4.00,1.00,1.00,3.00,3.00,80000.00
400.00,2.00,4.00,3.00,2.00,1.00,1.00,11000.00
110.00,1.00,4.00,2.00,2.00,2.00,1.00,21000.00
1200.00,1.00,4.00,2.00,2.00,3.00,2.00,10500.00
50.00,2.00,4.00,2.00,2.00,2.00,2.00,15000.00
100.00,1.00,4.00,2.00,2.00,3.00,2.00,16000.00
1000.00,1.00,4.00,1.00,2.00,2.00,2.00,45000.00
63.00,1.00,4.00,1.00,2.00,1.00,1.00,6000.00
1800.00,1.00,4.00,2.00,2.00,3.00,2.00,40000.00
1440.00,2.00,4.00,2.00,1.00,2.00,2.00,36000.00
55.00,1.00,4.00,3.00,2.00,2.00,2.00,12000.00
1500.00,2.00,4.00,3.00,1.00,3.00,3.00,45000.00
400.00,1.00,4.00,3.00,2.00,2.00,1.00,20000.00
100.00,2.00,4.00,1.00,2.00,3.00,2.00,10000.00
500.00,1.00,4.00,3.00,2.00,2.00,1.00,5000.00
100.00,1.00,4.00,3.00,2.00,2.00,2.00,8000.00
455.00,1.00,4.00,3.00,2.00,2.00,1.00,13000.00
80.00,2.00,4.00,2.00,2.00,2.00,1.00,15000.00
450.00,1.00,4.00,3.00,2.00,2.00,1.00,7500.00
400.00,1.00,4.00,3.00,2.00,1.00,1.00,6000.00
300.00,1.00,4.00,3.00,2.00,4.00,4.00,100000.00
700.00,1.00,4.00,2.00,2.00,2.00,2.00,12000.00
600.00,1.00,4.00,2.00,2.00,2.00,2.00,10000.00
800.00,1.00,4.00,2.00,2.00,2.00,2.00,10000.00
950.00,1.00,4.00,3.00,2.00,2.00,2.00,12000.00
450.00,1.00,4.00,2.00,2.00,2.00,1.00,15000.00
450.00,2.00,4.00,3.00,2.00,1.00,1.00,10000.00
68.00,1.00,4.00,3.00,2.00,2.00,1.00,12000.00
850.00,2.00,4.00,3.00,2.00,2.00,2.00,14500.00
1000.00,1.00,4.00,2.00,2.00,2.00,2.00,18500.00
600.00,2.00,4.00,1.00,1.00,1.00,1.00,24000.00
65.00,1.00,4.00,3.00,2.00,2.00,1.00,11000.00
1700.00,2.00,4.00,2.00,1.00,3.00,3.00,52000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,70000.00
1000.00,1.00,4.00,2.00,2.00,2.00,1.00,12000.00
900.00,2.00,4.00,2.00,1.00,2.00,2.00,22000.00
2300.00,1.00,4.00,2.00,2.00,4.00,4.00,200000.00
75.00,1.00,4.00,3.00,2.00,2.00,2.00,20000.00
200.00,2.00,4.00,2.00,1.00,3.00,3.00,45000.00
200.00,2.00,4.00,3.00,1.00,1.00,1.00,8000.00
200.00,2.00,4.00,3.00,1.00,1.00,1.00,8000.00
450.00,2.00,4.00,2.00,2.00,2.00,1.00,9500.00
750.00,2.00,4.00,1.00,1.00,2.00,2.00,25000.00
400.00,2.00,4.00,3.00,1.00,2.00,1.00,12000.00
84.00,2.00,4.00,2.00,1.00,2.00,2.00,24000.00
90.00,1.00,4.00,3.00,2.00,2.00,2.00,27000.00
90.00,1.00,4.00,2.00,2.00,2.00,2.00,18000.00
500.00,1.00,4.00,2.00,2.00,2.00,2.00,17000.00
75.00,1.00,4.00,3.00,2.00,2.00,2.00,15000.00
512.00,2.00,4.00,1.00,2.00,1.00,1.00,13000.00
1500.00,2.00,4.00,2.00,1.00,3.00,3.00,70000.00
446.00,1.00,4.00,3.00,2.00,1.00,1.00,14000.00
1100.00,1.00,4.00,2.00,2.00,3.00,2.00,32000.00
125.00,1.00,4.00,3.00,2.00,1.00,1.00,4000.00
1800.00,1.00,4.00,1.00,2.00,3.00,3.00,100000.00
1300.00,1.00,4.00,3.00,2.00,3.00,2.00,20000.00
2000.00,1.00,4.00,2.00,3.00,3.00,2.00,30000.00
1200.00,2.00,4.00,1.00,1.00,2.00,2.00,150000.00
125.00,1.00,4.00,3.00,1.00,3.00,2.00,19500.00
730.00,2.00,4.00,3.00,2.00,2.00,2.00,18000.00
160.00,2.00,4.00,2.00,2.00,2.00,2.00,25000.00
1000.00,1.00,4.00,3.00,2.00,2.00,2.00,18000.00
450.00,1.00,4.00,1.00,2.00,1.00,1.00,10000.00
75.00,1.00,4.00,1.00,2.00,2.00,2.00,12000.00
2000.00,1.00,4.00,2.00,1.00,3.00,3.00,25000.00
2400.00,1.00,4.00,3.00,1.00,4.00,3.00,40000.00
1800.00,1.00,4.00,2.00,1.00,2.00,2.00,30000.00
1800.00,1.00,4.00,3.00,3.00,3.00,3.00,29000.00
2200.00,1.00,4.00,3.00,2.00,3.00,3.00,35000.00
2200.00,2.00,4.00,2.00,2.00,3.00,2.00,21000.00
900.00,2.00,4.00,2.00,2.00,3.00,2.00,31000.00
75.00,1.00,4.00,3.00,2.00,2.00,1.00,8000.00
75.00,1.00,4.00,2.00,2.00,2.00,2.00,15500.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,32000.00
160.00,2.00,4.00,2.00,2.00,3.00,3.00,30000.00
2700.00,2.00,4.00,2.00,1.00,4.00,4.00,42000.00
1050.00,2.00,4.00,1.00,2.00,3.00,2.00,20500.00
1800.00,1.00,4.00,1.00,2.00,3.00,3.00,60000.00
2700.00,1.00,4.00,1.00,2.00,2.00,2.00,95000.00
499.00,2.00,4.00,2.00,3.00,1.00,1.00,16000.00
450.00,2.00,4.00,3.00,1.00,1.00,1.00,8500.00
60.00,1.00,4.00,3.00,2.00,1.00,1.00,14000.00
2200.00,1.00,4.00,3.00,2.00,3.00,3.00,140000.00
130.00,1.00,4.00,3.00,2.00,2.00,1.00,8000.00
650.00,1.00,4.00,2.00,2.00,3.00,1.00,12500.00
100.00,1.00,4.00,3.00,2.00,2.00,1.00,14000.00
45.00,1.00,4.00,3.00,2.00,2.00,1.00,6000.00
600.00,1.00,4.00,3.00,2.00,2.00,2.00,10000.00
800.00,1.00,4.00,3.00,2.00,3.00,1.00,15000.00
1500.00,2.00,4.00,3.00,2.00,3.00,3.00,8000.00
30.00,1.00,4.00,1.00,2.00,1.00,1.00,10000.00
55.00,1.00,4.00,3.00,2.00,1.00,1.00,8500.00
900.00,2.00,4.00,2.00,2.00,2.00,2.00,25000.00
1000.00,2.00,4.00,3.00,2.00,2.00,1.00,13000.00
360.00,1.00,4.00,2.00,2.00,1.00,1.00,6000.00
450.00,1.00,4.00,1.00,2.00,1.00,1.00,7000.00
900.00,1.00,4.00,2.00,2.00,2.00,2.00,22000.00
1100.00,1.00,4.00,1.00,2.00,2.00,2.00,40000.00
700.00,1.00,4.00,1.00,2.00,2.00,2.00,22000.00
400.00,1.00,4.00,3.00,2.00,1.00,1.00,4500.00
950.00,1.00,4.00,3.00,2.00,3.00,2.00,15000.00
3000.00,1.00,4.00,2.00,2.00,3.00,4.00,130000.00
950.00,2.00,4.00,3.00,2.00,2.00,2.00,23000.00
1100.00,1.00,4.00,2.00,2.00,3.00,3.00,45000.00
497.00,2.00,4.00,3.00,2.00,1.00,1.00,15000.00
100.00,1.00,4.00,2.00,2.00,3.00,2.00,13000.00
70.00,1.00,4.00,2.00,2.00,2.00,2.00,10000.00
55.00,1.00,4.00,3.00,2.00,2.00,2.00,10000.00
300.00,1.00,4.00,3.00,2.00,1.00,1.00,6500.00
400.00,2.00,4.00,3.00,1.00,1.00,1.00,7000.00
500.00,1.00,4.00,2.00,2.00,2.00,2.00,7000.00
650.00,1.00,4.00,1.00,2.00,4.00,2.00,17401.00
630.00,1.00,4.00,1.00,2.00,1.00,1.00,5500.00
450.00,1.00,4.00,3.00,3.00,1.00,1.00,20000.00
500.00,1.00,4.00,2.00,2.00,2.00,1.00,7000.00
200.00,2.00,4.00,3.00,1.00,5.00,5.00,190000.00
95.00,1.00,4.00,2.00,2.00,2.00,1.00,13000.00
272.00,2.00,4.00,1.00,1.00,4.00,3.00,60000.00
800.00,2.00,4.00,3.00,2.00,2.00,2.00,17000.00
50.00,1.00,4.00,3.00,2.00,2.00,2.00,16000.00
400.00,1.00,4.00,1.00,2.00,1.00,1.00,9500.00
450.00,1.00,4.00,3.00,2.00,1.00,1.00,5000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,27000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,29000.00
2000.00,2.00,4.00,2.00,2.00,3.00,3.00,29000.00
2700.00,2.00,4.00,2.00,2.00,4.00,4.00,37000.00
2700.00,2.00,4.00,2.00,2.00,4.00,3.00,36000.00
1800.00,2.00,4.00,2.00,1.00,3.00,3.00,35000.00
2700.00,2.00,4.00,2.00,1.00,4.00,4.00,42000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,37000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,30000.00
1200.00,1.00,4.00,2.00,2.00,3.00,2.00,20000.00
600.00,2.00,4.00,2.00,1.00,1.00,1.00,8500.00
350.00,1.00,4.00,1.00,2.00,1.00,1.00,11000.00
100.00,1.00,4.00,2.00,2.00,2.00,2.00,14000.00
1800.00,2.00,4.00,3.00,2.00,3.00,3.00,55000.00
900.00,2.00,4.00,2.00,1.00,2.00,2.00,25000.00
1150.00,2.00,4.00,3.00,2.00,3.00,2.00,20500.00
1400.00,2.00,4.00,2.00,2.00,4.00,2.00,28000.00
500.00,1.00,4.00,2.00,2.00,1.00,1.00,5000.00
300.00,2.00,4.00,2.00,2.00,4.00,3.00,35000.00
1800.00,2.00,4.00,2.00,2.00,3.00,3.00,30000.00
500.00,2.00,4.00,3.00,2.00,1.00,1.00,10000.00
500.00,1.00,4.00,3.00,2.00,1.00,1.00,11000.00
80.00,1.00,4.00,2.00,2.00,2.00,2.00,17000.00
1000.00,1.00,4.00,2.00,1.00,2.00,2.00,35000.00
1600.00,1.00,4.00,3.00,2.00,3.00,2.00,30000.00
1800.00,1.00,4.00,2.00,2.00,4.00,4.00,30000.00
400.00,2.00,4.00,2.00,2.00,2.00,2.00,13000.00
900.00,1.00,4.00,2.00,2.00,2.00,2.00,13000.00
480.00,2.00,4.00,3.00,2.00,1.00,1.00,11000.00
180.00,2.00,4.00,3.00,1.00,1.00,1.00,13000.00
1000.00,2.00,4.00,3.00,1.00,2.00,2.00,33000.00
1120.00,1.00,4.00,3.00,2.00,3.00,2.00,25000.00
1800.00,2.00,4.00,2.00,1.00,3.00,3.00,70000.00
1200.00,2.00,4.00,2.00,2.00,3.00,2.00,30000.00
550.00,1.00,4.00,2.00,2.00,1.00,1.00,9000.00
1400.00,1.00,4.00,3.00,1.00,2.00,1.00,14500.00
1600.00,2.00,4.00,2.00,1.00,3.00,2.00,50000.00
650.00,2.00,4.00,2.00,2.00,1.00,1.00,20000.00
120.00,1.00,4.00,1.00,2.00,4.00,4.00,15000.00
450.00,2.00,4.00,3.00,2.00,2.00,1.00,7500.00
520.00,1.00,4.00,1.00,2.00,1.00,1.00,13500.00
850.00,1.00,4.00,2.00,1.00,1.00,1.00,14000.00
850.00,2.00,4.00,2.00,1.00,2.00,2.00,18000.00
585.00,2.00,4.00,2.00,2.00,2.00,1.00,14000.00
1600.00,2.00,4.00,1.00,2.00,3.00,2.00,65000.00
950.00,1.00,4.00,3.00,2.00,2.00,2.00,22000.00
120.00,1.00,4.00,3.00,2.00,1.00,1.00,4000.00
500.00,1.00,4.00,2.00,2.00,2.00,1.00,10000.00
200.00,2.00,4.00,3.00,1.00,1.00,1.00,7500.00
550.00,1.00,4.00,2.00,2.00,1.00,1.00,17000.00
650.00,2.00,4.00,2.00,2.00,1.00,1.00,18000.00
2800.00,2.00,4.00,3.00,1.00,4.00,4.00,70000.00
50.00,1.00,4.00,1.00,2.00,1.00,1.00,10000.00
550.00,2.00,4.00,3.00,2.00,2.00,1.00,15000.00
90.00,1.00,4.00,2.00,2.00,2.00,2.00,16500.00
2925.00,1.00,4.00,2.00,2.00,3.00,3.00,100000.00
150.00,2.00,4.00,1.00,2.00,1.00,1.00,7500.00
450.00,1.00,4.00,3.00,2.00,2.00,1.00,6000.00
750.00,2.00,4.00,3.00,1.00,2.00,2.00,18000.00
975.00,1.00,4.00,2.00,2.00,2.00,1.00,18000.00
106.00,1.00,4.00,2.00,2.00,3.00,1.00,8000.00
750.00,1.00,4.00,1.00,2.00,2.00,2.00,14000.00
80.00,1.00,4.00,2.00,2.00,2.00,2.00,11000.00
96.00,1.00,4.00,3.00,2.00,3.00,2.00,25000.00
500.00,1.00,4.00,3.00,2.00,1.00,1.00,9000.00
1550.00,2.00,4.00,2.00,2.00,3.00,2.00,47000.00
1000.00,1.00,4.00,2.00,2.00,2.00,2.00,20000.00
400.00,1.00,4.00,3.00,2.00,1.00,1.00,6000.00
450.00,1.00,4.00,3.00,2.00,1.00,1.00,5000.00
1000.00,1.00,4.00,2.00,3.00,2.00,1.00,20000.00
450.00,1.00,4.00,3.00,2.00,1.00,1.00,10000.00
100.00,1.00,4.00,2.00,2.00,3.00,2.00,15000.00
550.00,2.00,4.00,2.00,2.00,2.00,2.00,13500.00
400.00,1.00,4.00,2.00,2.00,1.00,1.00,5500.00
60.00,1.00,4.00,1.00,2.00,1.00,1.00,14000.00
900.00,1.00,4.00,3.00,2.00,4.00,2.00,18000.00
700.00,1.00,4.00,2.00,2.00,1.00,1.00,20000.00
500.00,1.00,4.00,3.00,2.00,2.00,1.00,9300.00
2000.00,2.00,4.00,1.00,1.00,3.00,3.00,80000.00
400.00,2.00,4.00,2.00,1.00,2.00,1.00,7500.00
1500.00,2.00,4.00,3.00,1.00,3.00,2.00,30000.00
70.00,1.00,4.00,3.00,2.00,2.00,1.00,13000.00
60.00,1.00,4.00,3.00,2.00,2.00,2.00,8500.00
200.00,2.00,4.00,2.00,1.00,3.00,3.00,44300.00
1650.00,2.00,4.00,1.00,1.00,2.00,2.00,45000.00
1150.00,2.00,4.00,3.00,1.00,2.00,2.00,30000.00
1800.00,2.00,4.00,1.00,1.00,2.00,2.00,40000.00
4000.00,2.00,4.00,2.00,2.00,4.00,5.00,530000.00
900.00,1.00,4.00,3.00,2.00,2.00,1.00,12000.00
700.00,1.00,4.00,3.00,2.00,2.00,1.00,13500.00
900.00,1.00,4.00,3.00,2.00,2.00,2.00,30000.00
400.00,1.00,4.00,2.00,2.00,1.00,1.00,9500.00
2700.00,2.00,4.00,3.00,1.00,4.00,4.00,200000.00
2000.00,1.00,4.00,3.00,2.00,3.00,3.00,30000.00
450.00,1.00,4.00,3.00,2.00,2.00,1.00,9000.00
400.00,2.00,4.00,3.00,1.00,2.00,1.00,13000.00
500.00,1.00,4.00,2.00,2.00,2.00,1.00,7000.00
450.00,2.00,4.00,1.00,2.00,1.00,1.00,18000.00
350.00,1.00,4.00,3.00,2.00,1.00,1.00,3500.00
272.00,2.00,4.00,3.00,2.00,4.00,4.00,65000.00
545.00,1.00,4.00,1.00,2.00,1.00,1.00,19000.00
84.00,1.00,4.00,2.00,2.00,2.00,2.00,23000.00
600.00,1.00,4.00,1.00,2.00,1.00,1.00,12000.00
75.00,1.00,4.00,3.00,2.00,2.00,2.00,15000.00
165.00,2.00,4.00,2.00,1.00,3.00,2.00,38000.00
1100.00,2.00,4.00,3.00,1.00,3.00,3.00,50000.00
500.00,1.00,4.00,3.00,2.00,1.00,1.00,6500.00
150.00,2.00,4.00,2.00,1.00,3.00,3.00,35000.00
70.00,1.00,4.00,2.00,2.00,2.00,2.00,15000.00
250.00,1.00,4.00,2.00,2.00,3.00,2.00,30000.00
70.00,1.00,4.00,3.00,2.00,2.00,2.00,10000.00
300.00,2.00,4.00,2.00,1.00,1.00,1.00,18000.00
1800.00,2.00,4.00,2.00,1.00,3.00,3.00,30000.00
400.00,2.00,4.00,2.00,2.00,1.00,1.00,16000.00
1250.00,1.00,4.00,2.00,2.00,3.00,2.00,22000.00
480.00,1.00,4.00,2.00,2.00,2.00,1.00,9000.00
84.00,2.00,4.00,2.00,1.00,2.00,2.00,20200.00
84.00,2.00,4.00,2.00,1.00,2.00,2.00,19500.00
600.00,2.00,4.00,2.00,1.00,2.00,2.00,21000.00
600.00,2.00,4.00,2.00,1.00,2.00,2.00,20000.00
720.00,1.00,4.00,2.00,2.00,2.00,2.00,13000.00
75.00,2.00,4.00,3.00,2.00,2.00,1.00,6500.00
1000.00,1.00,4.00,3.00,2.00,3.00,2.00,25000.00
900.00,2.00,4.00,2.00,1.00,2.00,2.00,20000.00
2200.00,2.00,4.00,2.00,3.00,2.00,2.00,33000.00
900.00,2.00,4.00,2.00,2.00,3.00,1.00,18000.00
550.00,2.00,4.00,2.00,2.00,1.00,1.00,13000.00
450.00,1.00,4.00,1.00,2.00,2.00,1.00,10000.00
470.00,1.00,4.00,1.00,2.00,2.00,2.00,10000.00
125.00,1.00,4.00,2.00,2.00,3.00,2.00,23000.00
400.00,2.00,4.00,1.00,2.00,1.00,1.00,20000.00
2600.00,2.00,4.00,2.00,2.00,4.00,4.00,150000.00
1500.00,2.00,4.00,2.00,2.00,3.00,3.00,25000.00
80.00,1.00,4.00,2.00,2.00,2.00,1.00,21000.00
1100.00,2.00,4.00,2.00,2.00,3.00,2.00,30000.00
1000.00,1.00,4.00,2.00,2.00,2.00,2.00,22000.00
800.00,1.00,4.00,3.00,2.00,2.00,2.00,14000.00
50.00,1.00,4.00,1.00,2.00,2.00,1.00,7000.00
1000.00,1.00,4.00,2.00,2.00,2.00,2.00,18500.00
550.00,2.00,4.00,3.00,1.00,1.00,1.00,8500.00
450.00,2.00,4.00,3.00,1.00,1.00,1.00,8000.00
670.00,1.00,4.00,1.00,2.00,2.00,2.00,10000.00
700.00,1.00,4.00,2.00,2.00,2.00,1.00,15000.00
125.00,1.00,4.00,2.00,1.00,3.00,2.00,37000.00
1872.00,1.00,4.00,2.00,2.00,3.00,3.00,90000.00
650.00,2.00,4.00,3.00,2.00,2.00,1.00,12000.00
550.00,2.00,4.00,3.00,1.00,2.00,2.00,13000.00
84.00,2.00,4.00,2.00,1.00,2.00,2.00,22000.00
90.00,1.00,4.00,3.00,2.00,1.00,2.00,4000.00
1000.00,1.00,4.00,3.00,2.00,2.00,2.00,12000.00
65.00,1.00,4.00,3.00,2.00,1.00,1.00,9000.00
75.00,1.00,4.00,3.00,2.00,2.00,1.00,14000.00
250.00,2.00,4.00,1.00,1.00,1.00,1.00,15000.00
900.00,1.00,4.00,3.00,1.00,2.00,2.00,12500.00
900.00,2.00,4.00,2.00,1.00,3.00,3.00,30000.00
650.00,1.00,4.00,3.00,2.00,2.00,2.00,9500.00
900.00,1.00,4.00,2.00,2.00,2.00,2.00,15000.00
800.00,1.00,4.00,2.00,2.00,1.00,1.00,12000.00
410.00,2.00,4.00,3.00,1.00,1.00,1.00,8000.00
